ori,counties,is_nibrs,latitude,longitude,state_abbr,state_name,agency_name,agency_type_name,nibrs_start_date,parish
LA0510500,ST MARY,False,29.629349,-91.463804,LA,Louisiana,Baldwin Police Department,City,,ST MARY
LA0600700,WEBSTER,True,32.732152,-93.339825,LA,Louisiana,Sibley Police Department,City,2020-09-01,WEBSTER
LA0600800,WEBSTER,True,32.59326,-93.33438,LA,Louisiana,Dixie Inn Police Department,City,2020-01-01,WEBSTER
LA0600900,WEBSTER,True,,,LA,Louisiana,Heflin,,2020-01-01,WEBSTER
LA0600100,WEBSTER,True,32.732152,-93.339825,LA,Louisiana,Minden Police Department,City,2024-01-01,WEBSTER
LA0600200,WEBSTER,True,33.00477,-93.46104,LA,Louisiana,Springhill Police Department,City,2020-08-01,WEBSTER
LA0600400,WEBSTER,False,32.732152,-93.339825,LA,Louisiana,Cullen Police Department,City,,WEBSTER
LA0600000,WEBSTER,True,32.613876,-93.28846,LA,Louisiana,Webster Parish Sheriff's Office,County,2021-01-01,WEBSTER
LA0110000,CALDWELL,True,32.101219,-92.114231,LA,Louisiana,Caldwell Parish Sheriff's Office,County,2020-08-01,CALDWELL
LA0210000,FRANKLIN,True,32.138278,-91.672101,LA,Louisiana,Franklin Parish Sheriff's Office,County,2021-01-01,FRANKLIN
LA0300100,LA SALLE,False,31.680083,-92.161596,LA,Louisiana,Jena Police Department,City,,LA SALLE
LA0300200,LA SALLE,False,31.680083,-92.161596,LA,Louisiana,Olla Police Department,City,,LA SALLE
LA0300000,LA SALLE,True,31.680083,-92.161596,LA,Louisiana,La Salle Parish Sheriff's Office,County,2021-01-01,LA SALLE
LA0370200,OUACHITA,True,32.520428,-92.14767,LA,Louisiana,West Monroe Police Department,City,2014-01-01,OUACHITA
LA0370300,OUACHITA,True,32.477664,-92.154848,LA,Louisiana,Sterlington Police Department,City,2006-01-01,OUACHITA
LA0370400,OUACHITA,True,32.52823,-92.07567,LA,Louisiana,University of Louisiana: Monroe,University or College,2021-01-01,OUACHITA
LA0370900,OUACHITA,True,32.477664,-92.154848,LA,Louisiana,Tensas Basin Levee District,Other State Agency,2019-12-01,OUACHITA
LA0370000,OUACHITA,True,32.477664,-92.154848,LA,Louisiana,Ouachita Parish Sheriff's Office,County,2018-02-01,OUACHITA
